sektor,transaktionspost,kvartal,"Inkomster och utgifter samt kapitaltransaktioner (ENS2010), löpande priser, mnkr"
S11 Icke-finansiella bolag,"D7.PAY Andra löpande transfereringar, användning",2024K2,28360
S11 Icke-finansiella bolag,"D7.PAY Andra löpande transfereringar, användning",2024K3,28500
S11 Icke-finansiella bolag,"D7.PAY Andra löpande transfereringar, användning",2024K4,29189
S11 Icke-finansiella bolag,"D71.PAY Skadeförsäkringspremier, netto, användning",2024K1,9689
S11 Icke-finansiella bolag,"D71.PAY Skadeförsäkringspremier, netto, användning",2024K2,8276
S11 Icke-finansiella bolag,"D71.PAY Skadeförsäkringspremier, netto, användning",2024K3,6205
S11 Icke-finansiella bolag,"D71.PAY Skadeförsäkringspremier, netto, användning",2024K4,6529
S11 Icke-finansiella bolag,"D72.PAY Skadeförsäkringsfodringar, användning",2024K1,..
S11 Icke-finansiella bolag,"D72.PAY Skadeförsäkringsfodringar, användning",2024K2,..
S11 Icke-finansiella bolag,"D72.PAY Skadeförsäkringsfodringar, användning",2024K3,..
S11 Icke-finansiella bolag,"D72.PAY Skadeförsäkringsfodringar, användning",2024K4,..
S11 Icke-finansiella bolag,"D7N.PAY Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, användning",2024K1,14161
S11 Icke-finansiella bolag,"D7N.PAY Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, användning",2024K2,20084
S11 Icke-finansiella bolag,"D7N.PAY Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, användning",2024K3,22295
S11 Icke-finansiella bolag,"D7N.PAY Andra löpande transfereringar än skadeförsäkringspremier och -fordringar, användning",2024K4,22660
S11 Icke-finansiella bolag,"D73.PAY Löpande transfereringar inom den offentliga förvaltningen, användning",2024K1,..
S11 Icke-finansiella bolag,"D73.PAY Löpande transfereringar inom den offentliga förvaltningen, användning",2024K2,..
S11 Icke-finansiella bolag,"D73.PAY Löpande transfereringar inom den offentliga förvaltningen, användning",2024K3,..
S11 Icke-finansiella bolag,"D73.PAY Löpande transfereringar inom den offentliga förvaltningen, användning",2024K4,..
S11 Icke-finansiella bolag,"D74.PAY Löpande internationellt samarbete, användning",2024K1,..
S11 Icke-finansiella bolag,"D74.PAY Löpande internationellt samarbete, användning",2024K2,..
S11 Icke-finansiella bolag,"D74.PAY Löpande internationellt samarbete, användning",2024K3,..
S11 Icke-finansiella bolag,"D74.PAY Löpande internationellt samarbete, användning",2024K4,..
S11 Icke-finansiella bolag,"D74A.PAY Bidrag till och från EU-institutioner, användning",2024K1,..
S11 Icke-finansiella bolag,"D74A.PAY Bidrag till och från EU-institutioner, användning",2024K2,..
S11 Icke-finansiella bolag,"D74A.PAY Bidrag till och från EU-institutioner, användning",2024K3,..
S11 Icke-finansiella bolag,"D74A.PAY Bidrag till och från EU-institutioner, användning",2024K4,..
S11 Icke-finansiella bolag,"D75.PAY Övriga löpande transfereringar, användning",2024K1,14161
S11 Icke-finansiella bolag,"D75.PAY Övriga löpande transfereringar, användning",2024K2,20084
S11 Icke-finansiella bolag,"D75.PAY Övriga löpande transfereringar, användning",2024K3,22295
S11 Icke-finansiella bolag,"D75.PAY Övriga löpande transfereringar, användning",2024K4,22660
S11 Icke-finansiella bolag,"D75S13.PAY Övriga löpande transfereringar från offentlig förvaltning, användning",2024K1,..
S11 Icke-finansiella bolag,"D75S13.PAY Övriga löpande transfereringar från offentlig förvaltning, användning",2024K2,..
S11 Icke-finansiella bolag,"D75S13.PAY Övriga löpande transfereringar från offentlig förvaltning, användning",2024K3,..
S11 Icke-finansiella bolag,"D75S13.PAY Övriga löpande transfereringar från offentlig förvaltning, användning",2024K4,..
S11 Icke-finansiella bolag,"D75S1W.PAY Övriga löpande transfereringar från andra sektorer än offentlig sektor, användning",2024K1,..
S11 Icke-finansiella bolag,"D75S1W.PAY Övriga löpande transfereringar från andra sektorer än offentlig sektor, användning",2024K2,..
S11 Icke-finansiella bolag,"D75S1W.PAY Övriga löpande transfereringar från andra sektorer än offentlig sektor, användning",2024K3,..
S11 Icke-finansiella bolag,"D75S1W.PAY Övriga löpande transfereringar från andra sektorer än offentlig sektor, användning",2024K4,..
S11 Icke-finansiella bolag,"D76.PAY EU:s moms- och BNI-baserade egna medel, användning",2024K1,..
S11 Icke-finansiella bolag,"D76.PAY EU:s moms- och BNI-baserade egna medel, användning",2024K2,..
S11 Icke-finansiella bolag,"D76.PAY EU:s moms- och BNI-baserade egna medel, användning",2024K3,..
S11 Icke-finansiella bolag,"D76.PAY EU:s moms- och BNI-baserade egna medel, användning",2024K4,..
S11 Icke-finansiella bolag,"D5+D6L+D7.PAY Transfereringsutgifter, kontanta, användning",2024K1,68053
S11 Icke-finansiella bolag,"D5+D6L+D7.PAY Transfereringsutgifter, kontanta, användning",2024K2,74852
S11 Icke-finansiella bolag,"D5+D6L+D7.PAY Transfereringsutgifter, kontanta, användning",2024K3,75805
S11 Icke-finansiella bolag,"D5+D6L+D7.PAY Transfereringsutgifter, kontanta, användning",2024K4,73073
S11 Icke-finansiella bolag,"B6g Disponibel inkomst, brutto",2024K1,250008
S11 Icke-finansiella bolag,"B6g Disponibel inkomst, brutto",2024K2,171782
S11 Icke-finansiella bolag,"B6g Disponibel inkomst, brutto",2024K3,229283
S11 Icke-finansiella bolag,"B6g Disponibel inkomst, brutto",2024K4,340556
S11 Icke-finansiella bolag,"B6n Disponibel inkomst, netto",2024K1,56027
S11 Icke-finansiella bolag,"B6n Disponibel inkomst, netto",2024K2,-27749
S11 Icke-finansiella bolag,"B6n Disponibel inkomst, netto",2024K3,28546
S11 Icke-finansiella bolag,"B6n Disponibel inkomst, netto",2024K4,137865
S11 Icke-finansiella bolag,"D63.REC Sociala naturaförmåner, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D63.REC Sociala naturaförmåner, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D63.REC Sociala naturaförmåner, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D63.REC Sociala naturaförmåner, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D631.REC Sociala naturaförmåner, icke-marknadsproduktion, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D631.REC Sociala naturaförmåner, icke-marknadsproduktion, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D631.REC Sociala naturaförmåner, icke-marknadsproduktion, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D631.REC Sociala naturaförmåner, icke-marknadsproduktion, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D632.REC Sociala naturaförmåner, köpt marknadsproduktion, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D632.REC Sociala naturaförmåner, köpt marknadsproduktion, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D632.REC Sociala naturaförmåner, köpt marknadsproduktion, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D632.REC Sociala naturaförmåner, köpt marknadsproduktion, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D63.PAY Sociala naturaförmåner, användning",2024K1,..
S11 Icke-finansiella bolag,"D63.PAY Sociala naturaförmåner, användning",2024K2,..
S11 Icke-finansiella bolag,"D63.PAY Sociala naturaförmåner, användning",2024K3,..
S11 Icke-finansiella bolag,"D63.PAY Sociala naturaförmåner, användning",2024K4,..
S11 Icke-finansiella bolag,"D631.PAY Sociala naturaförmåner, icke-marknadsproduktion, användning",2024K1,..
S11 Icke-finansiella bolag,"D631.PAY Sociala naturaförmåner, icke-marknadsproduktion, användning",2024K2,..
S11 Icke-finansiella bolag,"D631.PAY Sociala naturaförmåner, icke-marknadsproduktion, användning",2024K3,..
S11 Icke-finansiella bolag,"D631.PAY Sociala naturaförmåner, icke-marknadsproduktion, användning",2024K4,..
S11 Icke-finansiella bolag,"D632.PAY Sociala naturaförmåner, köpt marknadsproduktion, användning",2024K1,..
S11 Icke-finansiella bolag,"D632.PAY Sociala naturaförmåner, köpt marknadsproduktion, användning",2024K2,..
S11 Icke-finansiella bolag,"D632.PAY Sociala naturaförmåner, köpt marknadsproduktion, användning",2024K3,..
S11 Icke-finansiella bolag,"D632.PAY Sociala naturaförmåner, köpt marknadsproduktion, användning",2024K4,..
S11 Icke-finansiella bolag,"B7g Justerad disponibel inkomst, brutto",2024K1,250008
S11 Icke-finansiella bolag,"B7g Justerad disponibel inkomst, brutto",2024K2,171782
S11 Icke-finansiella bolag,"B7g Justerad disponibel inkomst, brutto",2024K3,229283
S11 Icke-finansiella bolag,"B7g Justerad disponibel inkomst, brutto",2024K4,340556
S11 Icke-finansiella bolag,"B7n Justerad disponibel inkomst, netto",2024K1,56027
S11 Icke-finansiella bolag,"B7n Justerad disponibel inkomst, netto",2024K2,-27749
S11 Icke-finansiella bolag,"B7n Justerad disponibel inkomst, netto",2024K3,28546
S11 Icke-finansiella bolag,"B7n Justerad disponibel inkomst, netto",2024K4,137865
S11 Icke-finansiella bolag,"D8net.REC Justering för förändring av pensionsrätter, netto",2024K1,-2006
S11 Icke-finansiella bolag,"D8net.REC Justering för förändring av pensionsrätter, netto",2024K2,-2355
S11 Icke-finansiella bolag,"D8net.REC Justering för förändring av pensionsrätter, netto",2024K3,-1803
S11 Icke-finansiella bolag,"D8net.REC Justering för förändring av pensionsrätter, netto",2024K4,-2172
S11 Icke-finansiella bolag,"D8.REC Justering för förändring i pensionsrätter, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D8.REC Justering för förändring i pensionsrätter, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D8.REC Justering för förändring i pensionsrätter, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D8.REC Justering för förändring i pensionsrätter, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D8.PAY Justering för förändring i pensionsrätter, användning",2024K1,2006
S11 Icke-finansiella bolag,"D8.PAY Justering för förändring i pensionsrätter, användning",2024K2,2355
S11 Icke-finansiella bolag,"D8.PAY Justering för förändring i pensionsrätter, användning",2024K3,1803
S11 Icke-finansiella bolag,"D8.PAY Justering för förändring i pensionsrätter, användning",2024K4,2172
S11 Icke-finansiella bolag,P31.PAY Individuella konsumtionsutgifter,2024K1,..
S11 Icke-finansiella bolag,P31.PAY Individuella konsumtionsutgifter,2024K2,..
S11 Icke-finansiella bolag,P31.PAY Individuella konsumtionsutgifter,2024K3,..
S11 Icke-finansiella bolag,P31.PAY Individuella konsumtionsutgifter,2024K4,..
S11 Icke-finansiella bolag,P32.PAY Kollektiva konsumtionsutgifter,2024K1,..
S11 Icke-finansiella bolag,P32.PAY Kollektiva konsumtionsutgifter,2024K2,..
S11 Icke-finansiella bolag,P32.PAY Kollektiva konsumtionsutgifter,2024K3,..
S11 Icke-finansiella bolag,P32.PAY Kollektiva konsumtionsutgifter,2024K4,..
S11 Icke-finansiella bolag,P3F.PAY Konsumtion av FISIM,2024K1,..
S11 Icke-finansiella bolag,P3F.PAY Konsumtion av FISIM,2024K2,..
S11 Icke-finansiella bolag,P3F.PAY Konsumtion av FISIM,2024K3,..
S11 Icke-finansiella bolag,P3F.PAY Konsumtion av FISIM,2024K4,..
S11 Icke-finansiella bolag,"B8g Sparande, brutto",2024K1,248002
S11 Icke-finansiella bolag,"B8g Sparande, brutto",2024K2,169427
S11 Icke-finansiella bolag,"B8g Sparande, brutto",2024K3,227480
S11 Icke-finansiella bolag,"B8g Sparande, brutto",2024K4,338384
S11 Icke-finansiella bolag,"B8n Sparande, netto",2024K1,54021
S11 Icke-finansiella bolag,"B8n Sparande, netto",2024K2,-30104
S11 Icke-finansiella bolag,"B8n Sparande, netto",2024K3,26743
S11 Icke-finansiella bolag,"B8n Sparande, netto",2024K4,135693
S11 Icke-finansiella bolag,"B8nPriv Sparande exklusive justering för förändring av pensionsrätter, netto",2024K1,..
S11 Icke-finansiella bolag,"B8nPriv Sparande exklusive justering för förändring av pensionsrätter, netto",2024K2,..
S11 Icke-finansiella bolag,"B8nPriv Sparande exklusive justering för förändring av pensionsrätter, netto",2024K3,..
S11 Icke-finansiella bolag,"B8nPriv Sparande exklusive justering för förändring av pensionsrätter, netto",2024K4,..
S11 Icke-finansiella bolag,B12 Bytesbalans,2024K1,..
S11 Icke-finansiella bolag,B12 Bytesbalans,2024K2,..
S11 Icke-finansiella bolag,B12 Bytesbalans,2024K3,..
S11 Icke-finansiella bolag,B12 Bytesbalans,2024K4,..
S11 Icke-finansiella bolag,P41.PAY Faktisk individuell konsumtion,2024K1,..
S11 Icke-finansiella bolag,P41.PAY Faktisk individuell konsumtion,2024K2,..
S11 Icke-finansiella bolag,P41.PAY Faktisk individuell konsumtion,2024K3,..
S11 Icke-finansiella bolag,P41.PAY Faktisk individuell konsumtion,2024K4,..
S11 Icke-finansiella bolag,P42.PAY Faktisk kollektiv konsumtion,2024K1,..
S11 Icke-finansiella bolag,P42.PAY Faktisk kollektiv konsumtion,2024K2,..
S11 Icke-finansiella bolag,P42.PAY Faktisk kollektiv konsumtion,2024K3,..
S11 Icke-finansiella bolag,P42.PAY Faktisk kollektiv konsumtion,2024K4,..
S11 Icke-finansiella bolag,"D9net.REC Kapitaltransfereringar, netto, tillgång",2024K1,8243
S11 Icke-finansiella bolag,"D9net.REC Kapitaltransfereringar, netto, tillgång",2024K2,5182
S11 Icke-finansiella bolag,"D9net.REC Kapitaltransfereringar, netto, tillgång",2024K3,3863
S11 Icke-finansiella bolag,"D9net.REC Kapitaltransfereringar, netto, tillgång",2024K4,7942
S11 Icke-finansiella bolag,"D9.REC Kapitaltransfereringar, tillgång",2024K1,10075
S11 Icke-finansiella bolag,"D9.REC Kapitaltransfereringar, tillgång",2024K2,7014
S11 Icke-finansiella bolag,"D9.REC Kapitaltransfereringar, tillgång",2024K3,5750
S11 Icke-finansiella bolag,"D9.REC Kapitaltransfereringar, tillgång",2024K4,9771
S11 Icke-finansiella bolag,"D91.REC Kapitalskatter, tillgång",2024K1,..
S11 Icke-finansiella bolag,"D91.REC Kapitalskatter, tillgång",2024K2,..
S11 Icke-finansiella bolag,"D91.REC Kapitalskatter, tillgång",2024K3,..
S11 Icke-finansiella bolag,"D91.REC Kapitalskatter, tillgång",2024K4,..
S11 Icke-finansiella bolag,"D9N.REC Investeringsbidrag och övriga kapitaltransfereringar, tillgång",2024K1,10075
S11 Icke-finansiella bolag,"D9N.REC Investeringsbidrag och övriga kapitaltransfereringar, tillgång",2024K2,7014
S11 Icke-finansiella bolag,"D9N.REC Investeringsbidrag och övriga kapitaltransfereringar, tillgång",2024K3,5750
S11 Icke-finansiella bolag,"D9N.REC Investeringsbidrag och övriga kapitaltransfereringar, tillgång",2024K4,9771
S11 Icke-finansiella bolag,"D92.REC Investeringsbidrag, tillgång",2024K1,4690
S11 Icke-finansiella bolag,"D92.REC Investeringsbidrag, tillgång",2024K2,2736
S11 Icke-finansiella bolag,"D92.REC Investeringsbidrag, tillgång",2024K3,994
S11 Icke-finansiella bolag,"D92.REC Investeringsbidrag, tillgång",2024K4,3608
S11 Icke-finansiella bolag,"D99.REC Andra kapitaltransfereringar, tillgång",2024K1,5385
S11 Icke-finansiella bolag,"D99.REC Andra kapitaltransfereringar, tillgång",2024K2,4278
S11 Icke-finansiella bolag,"D99.REC Andra kapitaltransfereringar, tillgång",2024K3,4756
S11 Icke-finansiella bolag,"D99.REC Andra kapitaltransfereringar, tillgång",2024K4,6163
S11 Icke-finansiella bolag,"D9.PAY Kapitaltransfereringar, användning",2024K1,1832
S11 Icke-finansiella bolag,"D9.PAY Kapitaltransfereringar, användning",2024K2,1832
S11 Icke-finansiella bolag,"D9.PAY Kapitaltransfereringar, användning",2024K3,1887
S11 Icke-finansiella bolag,"D9.PAY Kapitaltransfereringar, användning",2024K4,1829
S11 Icke-finansiella bolag,"D91.PAY Kapitalskatter, användning",2024K1,0
S11 Icke-finansiella bolag,"D91.PAY Kapitalskatter, användning",2024K2,0
S11 Icke-finansiella bolag,"D91.PAY Kapitalskatter, användning",2024K3,0
S11 Icke-finansiella bolag,"D91.PAY Kapitalskatter, användning",2024K4,0
S11 Icke-finansiella bolag,"D9N.PAY Investeringsbidrag och övriga kapitaltransfereringar, användning",2024K1,1832
S11 Icke-finansiella bolag,"D9N.PAY Investeringsbidrag och övriga kapitaltransfereringar, användning",2024K2,1832
S11 Icke-finansiella bolag,"D9N.PAY Investeringsbidrag och övriga kapitaltransfereringar, användning",2024K3,1887
S11 Icke-finansiella bolag,"D9N.PAY Investeringsbidrag och övriga kapitaltransfereringar, användning",2024K4,1829
S11 Icke-finansiella bolag,"D92.PAY Investeringsbidrag, användning",2024K1,..
S11 Icke-finansiella bolag,"D92.PAY Investeringsbidrag, användning",2024K2,..
S11 Icke-finansiella bolag,"D92.PAY Investeringsbidrag, användning",2024K3,..
S11 Icke-finansiella bolag,"D92.PAY Investeringsbidrag, användning",2024K4,..
S11 Icke-finansiella bolag,"D99.PAY Andra kapitaltransfereringar, användning",2024K1,1832
S11 Icke-finansiella bolag,"D99.PAY Andra kapitaltransfereringar, användning",2024K2,1832
S11 Icke-finansiella bolag,"D99.PAY Andra kapitaltransfereringar, användning",2024K3,1887
S11 Icke-finansiella bolag,"D99.PAY Andra kapitaltransfereringar, användning",2024K4,1829
S11 Icke-finansiella bolag,"P51c.REC Kapitalförslitning, tillgång",2024K1,193981
S11 Icke-finansiella bolag,"P51c.REC Kapitalförslitning, tillgång",2024K2,199531
S11 Icke-finansiella bolag,"P51c.REC Kapitalförslitning, tillgång",2024K3,200737
S11 Icke-finansiella bolag,"P51c.REC Kapitalförslitning, tillgång",2024K4,202691
S11 Icke-finansiella bolag,B101 Förändringar i nettoförmögenhet genom sparande och kapitaltransfereringar,2024K1,62264
S11 Icke-finansiella bolag,B101 Förändringar i nettoförmögenhet genom sparande och kapitaltransfereringar,2024K2,-24922
S11 Icke-finansiella bolag,B101 Förändringar i nettoförmögenhet genom sparande och kapitaltransfereringar,2024K3,30606
S11 Icke-finansiella bolag,B101 Förändringar i nettoförmögenhet genom sparande och kapitaltransfereringar,2024K4,143635
S11 Icke-finansiella bolag,P5L.PAY Bruttoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K1,266447
S11 Icke-finansiella bolag,P5L.PAY Bruttoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K2,247800
S11 Icke-finansiella bolag,P5L.PAY Bruttoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K3,241525
S11 Icke-finansiella bolag,P5L.PAY Bruttoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K4,273293
S11 Icke-finansiella bolag,P5Ln.PAY Nettoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K1,72466
S11 Icke-finansiella bolag,P5Ln.PAY Nettoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K2,48269
S11 Icke-finansiella bolag,P5Ln.PAY Nettoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K3,40788
S11 Icke-finansiella bolag,P5Ln.PAY Nettoinvestering inklusive nettoanskaffning av icke-producerade tillgångar,2024K4,70602
S11 Icke-finansiella bolag,P51g.PAY Fast bruttoinvestering ,2024K1,235242
S11 Icke-finansiella bolag,P51g.PAY Fast bruttoinvestering ,2024K2,263264
S11 Icke-finansiella bolag,P51g.PAY Fast bruttoinvestering ,2024K3,233077
S11 Icke-finansiella bolag,P51g.PAY Fast bruttoinvestering ,2024K4,301254
S11 Icke-finansiella bolag,P51n.PAY Fast nettoinvestering,2024K1,41261
S11 Icke-finansiella bolag,P51n.PAY Fast nettoinvestering,2024K2,63733
S11 Icke-finansiella bolag,P51n.PAY Fast nettoinvestering,2024K3,32340
S11 Icke-finansiella bolag,P51n.PAY Fast nettoinvestering,2024K4,98563
S11 Icke-finansiella bolag,P5M.PAY Lagerinvestering samt anskaffning minus avyttring av värdeföremål,2024K1,31136
S11 Icke-finansiella bolag,P5M.PAY Lagerinvestering samt anskaffning minus avyttring av värdeföremål,2024K2,-16684
S11 Icke-finansiella bolag,P5M.PAY Lagerinvestering samt anskaffning minus avyttring av värdeföremål,2024K3,9198
S11 Icke-finansiella bolag,P5M.PAY Lagerinvestering samt anskaffning minus avyttring av värdeföremål,2024K4,-23938
S11 Icke-finansiella bolag,P52.PAY Lagerinvestering ,2024K1,31136
S11 Icke-finansiella bolag,P52.PAY Lagerinvestering ,2024K2,-16684
S11 Icke-finansiella bolag,P52.PAY Lagerinvestering ,2024K3,9198
S11 Icke-finansiella bolag,P52.PAY Lagerinvestering ,2024K4,-23938
S11 Icke-finansiella bolag,P53.PAY Anskaffning minus avyttring av värdeföremål ,2024K1,0
S11 Icke-finansiella bolag,P53.PAY Anskaffning minus avyttring av värdeföremål ,2024K2,0
S11 Icke-finansiella bolag,P53.PAY Anskaffning minus avyttring av värdeföremål ,2024K3,0
S11 Icke-finansiella bolag,P53.PAY Anskaffning minus avyttring av värdeföremål ,2024K4,0
S11 Icke-finansiella bolag,NP.PAY Anskaffning minus avyttring av icke-producerade tillgångar,2024K1,69
S11 Icke-finansiella bolag,NP.PAY Anskaffning minus avyttring av icke-producerade tillgångar,2024K2,1220
S11 Icke-finansiella bolag,NP.PAY Anskaffning minus avyttring av icke-producerade tillgångar,2024K3,-750
S11 Icke-finansiella bolag,NP.PAY Anskaffning minus avyttring av icke-producerade tillgångar,2024K4,-4023
S11 Icke-finansiella bolag,B9 Finansiellt sparande ,2024K1,-10202
S11 Icke-finansiella bolag,B9 Finansiellt sparande ,2024K2,-73191
S11 Icke-finansiella bolag,B9 Finansiellt sparande ,2024K3,-10182
S11 Icke-finansiella bolag,B9 Finansiellt sparande ,2024K4,73033
S11 Icke-finansiella bolag,B9Priv Finansiellt sparande exklusive justering för förändring av pensionsrätter,2024K1,..
S11 Icke-finansiella bolag,B9Priv Finansiellt sparande exklusive justering för förändring av pensionsrätter,2024K2,..
S11 Icke-finansiella bolag,B9Priv Finansiellt sparande exklusive justering för förändring av pensionsrätter,2024K3,..
S11 Icke-finansiella bolag,B9Priv Finansiellt sparande exklusive justering för förändring av pensionsrätter,2024K4,..
S11 Icke-finansiella bolag,DB9 Avvikelse från finansiellt sparande enligt finansiella konton,2024K1,..
S11 Icke-finansiella bolag,DB9 Avvikelse från finansiellt sparande enligt finansiella konton,2024K2,..
S11 Icke-finansiella bolag,DB9 Avvikelse från finansiellt sparande enligt finansiella konton,2024K3,..
S11 Icke-finansiella bolag,DB9 Avvikelse från finansiellt sparande enligt finansiella konton,2024K4,..
S11 Icke-finansiella bolag,"B1gmCap BNP per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B1gmCap BNP per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B1gmCap BNP per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B1gmCap BNP per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B5gCap BNI per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B5gCap BNI per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B5gCap BNI per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B5gCap BNI per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B6gCap Disponibel inkomst, brutto, per capita, TKR ",2024K1,..
S11 Icke-finansiella bolag,"B6gCap Disponibel inkomst, brutto, per capita, TKR ",2024K2,..
S11 Icke-finansiella bolag,"B6gCap Disponibel inkomst, brutto, per capita, TKR ",2024K3,..
S11 Icke-finansiella bolag,"B6gCap Disponibel inkomst, brutto, per capita, TKR ",2024K4,..
S11 Icke-finansiella bolag,"B6nCap Disponibel inkomst, netto, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B6nCap Disponibel inkomst, netto, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B6nCap Disponibel inkomst, netto, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B6nCap Disponibel inkomst, netto, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B7gCap Justerad disponibel inkomst, brutto, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B7gCap Justerad disponibel inkomst, brutto, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B7gCap Justerad disponibel inkomst, brutto, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B7gCap Justerad disponibel inkomst, brutto, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B7nCap Justerad disponibel inkomst, netto, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B7nCap Justerad disponibel inkomst, netto, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B7nCap Justerad disponibel inkomst, netto, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B7nCap Justerad disponibel inkomst, netto, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,OTE.PAY Summa utgifter,2024K1,..
S11 Icke-finansiella bolag,OTE.PAY Summa utgifter,2024K2,..
S11 Icke-finansiella bolag,OTE.PAY Summa utgifter,2024K3,..
S11 Icke-finansiella bolag,OTE.PAY Summa utgifter,2024K4,..
S11 Icke-finansiella bolag,OTR.REC Summa inkomster,2024K1,..
S11 Icke-finansiella bolag,OTR.REC Summa inkomster,2024K2,..
S11 Icke-finansiella bolag,OTR.REC Summa inkomster,2024K3,..
S11 Icke-finansiella bolag,OTR.REC Summa inkomster,2024K4,..
S11 Icke-finansiella bolag,OTEIMF.PAY Utgifter enligt IMF,2024K1,..
S11 Icke-finansiella bolag,OTEIMF.PAY Utgifter enligt IMF,2024K2,..
S11 Icke-finansiella bolag,OTEIMF.PAY Utgifter enligt IMF,2024K3,..
S11 Icke-finansiella bolag,OTEIMF.PAY Utgifter enligt IMF,2024K4,..
S11 Icke-finansiella bolag,OTRIMF.REC Inkomster enligt IMF,2024K1,..
S11 Icke-finansiella bolag,OTRIMF.REC Inkomster enligt IMF,2024K2,..
S11 Icke-finansiella bolag,OTRIMF.REC Inkomster enligt IMF,2024K3,..
S11 Icke-finansiella bolag,OTRIMF.REC Inkomster enligt IMF,2024K4,..
S11 Icke-finansiella bolag,OTHE.PAY Övriga utgifter enligt IMF,2024K1,..
S11 Icke-finansiella bolag,OTHE.PAY Övriga utgifter enligt IMF,2024K2,..
S11 Icke-finansiella bolag,OTHE.PAY Övriga utgifter enligt IMF,2024K3,..
S11 Icke-finansiella bolag,OTHE.PAY Övriga utgifter enligt IMF,2024K4,..
S11 Icke-finansiella bolag,D2+D5+D91.REC Totala skatter,2024K1,..
S11 Icke-finansiella bolag,D2+D5+D91.REC Totala skatter,2024K2,..
S11 Icke-finansiella bolag,D2+D5+D91.REC Totala skatter,2024K3,..
S11 Icke-finansiella bolag,D2+D5+D91.REC Totala skatter,2024K4,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.REC Bidrag från utlandet,2024K1,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.REC Bidrag från utlandet,2024K2,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.REC Bidrag från utlandet,2024K3,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.REC Bidrag från utlandet,2024K4,..
S11 Icke-finansiella bolag,OTHR.REC Övriga inkomster enligt IMF,2024K1,..
S11 Icke-finansiella bolag,OTHR.REC Övriga inkomster enligt IMF,2024K2,..
S11 Icke-finansiella bolag,OTHR.REC Övriga inkomster enligt IMF,2024K3,..
S11 Icke-finansiella bolag,OTHR.REC Övriga inkomster enligt IMF,2024K4,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.PAY Bidrag till utlandet,2024K1,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.PAY Bidrag till utlandet,2024K2,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.PAY Bidrag till utlandet,2024K3,..
S11 Icke-finansiella bolag,D7NS2+D9NS2.PAY Bidrag till utlandet,2024K4,..
S11 Icke-finansiella bolag,"GOB Löpande balans, brutto",2024K1,..
