region,typ av fastighet,ägarkategori,"år, oregelb",tabellinnehåll,"Allmän och förenklad fastighetstaxering. Taxeringsenheter, totalt taxerings-/basvärde och areal"
00 Riket,"520 Ägarlägenhetsenhet, bostad",stat,2025,Taxeringsenheter,..
00 Riket,"520 Ägarlägenhetsenhet, bostad",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",stat,2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad","kommun, region",2025,Taxeringsenheter,..
00 Riket,"520 Ägarlägenhetsenhet, bostad","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"520 Ägarlägenhetsenhet, bostad","kommun, region",2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"520 Ägarlägenhetsenhet, bostad",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",allmännyttigt bostadsföretag,2025,Taxeringsenheter,36
00 Riket,"520 Ägarlägenhetsenhet, bostad",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",80
00 Riket,"520 Ägarlägenhetsenhet, bostad",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.00
00 Riket,"520 Ägarlägenhetsenhet, bostad",bostadsrättsförening,2025,Taxeringsenheter,127
00 Riket,"520 Ägarlägenhetsenhet, bostad",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",182
00 Riket,"520 Ägarlägenhetsenhet, bostad",bostadsrättsförening,2025,"Areal, kvkm",0.00
00 Riket,"520 Ägarlägenhetsenhet, bostad",ekonomisk förening utom BRF,2025,Taxeringsenheter,581
00 Riket,"520 Ägarlägenhetsenhet, bostad",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",784
00 Riket,"520 Ägarlägenhetsenhet, bostad",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.00
00 Riket,"520 Ägarlägenhetsenhet, bostad",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"520 Ägarlägenhetsenhet, bostad",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",övrigt svenskt AB,2025,Taxeringsenheter,1549
00 Riket,"520 Ägarlägenhetsenhet, bostad",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",2972
00 Riket,"520 Ägarlägenhetsenhet, bostad",övrigt svenskt AB,2025,"Areal, kvkm",0.00
00 Riket,"520 Ägarlägenhetsenhet, bostad",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"520 Ägarlägenhetsenhet, bostad",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"520 Ägarlägenhetsenhet, bostad",dödsbo,2025,Taxeringsenheter,8
00 Riket,"520 Ägarlägenhetsenhet, bostad",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",19
00 Riket,"520 Ägarlägenhetsenhet, bostad",dödsbo,2025,"Areal, kvkm",0.00
00 Riket,"520 Ägarlägenhetsenhet, bostad",övriga,2025,Taxeringsenheter,85
00 Riket,"520 Ägarlägenhetsenhet, bostad",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",123
00 Riket,"520 Ägarlägenhetsenhet, bostad",övriga,2025,"Areal, kvkm",0.00
00 Riket,400 Övrig industrienhet,fysisk person,2025,Taxeringsenheter,5387
00 Riket,400 Övrig industrienhet,fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,fysisk person,2025,"Areal, kvkm",62.59
00 Riket,400 Övrig industrienhet,stat,2025,Taxeringsenheter,9205
00 Riket,400 Övrig industrienhet,stat,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,stat,2025,"Areal, kvkm",256.48
00 Riket,400 Övrig industrienhet,"kommun, region",2025,Taxeringsenheter,14180
00 Riket,400 Övrig industrienhet,"kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,"kommun, region",2025,"Areal, kvkm",450.03
00 Riket,400 Övrig industrienhet,Svenska kyrkan,2025,Taxeringsenheter,399
00 Riket,400 Övrig industrienhet,Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,Svenska kyrkan,2025,"Areal, kvkm",6.12
00 Riket,400 Övrig industrienhet,allmännyttigt bostadsföretag,2025,Taxeringsenheter,408
00 Riket,400 Övrig industrienhet,allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,allmännyttigt bostadsföretag,2025,"Areal, kvkm",4.84
00 Riket,400 Övrig industrienhet,bostadsrättsförening,2025,Taxeringsenheter,161
00 Riket,400 Övrig industrienhet,bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,bostadsrättsförening,2025,"Areal, kvkm",1.18
00 Riket,400 Övrig industrienhet,ekonomisk förening utom BRF,2025,Taxeringsenheter,345
00 Riket,400 Övrig industrienhet,ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,ekonomisk förening utom BRF,2025,"Areal, kvkm",7.94
00 Riket,400 Övrig industrienhet,bank och försäkringsbolag,2025,Taxeringsenheter,4
00 Riket,400 Övrig industrienhet,bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,bank och försäkringsbolag,2025,"Areal, kvkm",0.01
00 Riket,400 Övrig industrienhet,övrigt svenskt AB,2025,Taxeringsenheter,3627
00 Riket,400 Övrig industrienhet,övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,övrigt svenskt AB,2025,"Areal, kvkm",168.05
00 Riket,400 Övrig industrienhet,stiftelser (ej familjestiftelser),2025,Taxeringsenheter,66
00 Riket,400 Övrig industrienhet,stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,stiftelser (ej familjestiftelser),2025,"Areal, kvkm",9.26
00 Riket,400 Övrig industrienhet,dödsbo,2025,Taxeringsenheter,1272
00 Riket,400 Övrig industrienhet,dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,dödsbo,2025,"Areal, kvkm",11.13
00 Riket,400 Övrig industrienhet,övriga,2025,Taxeringsenheter,4640
00 Riket,400 Övrig industrienhet,övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,400 Övrig industrienhet,övriga,2025,"Areal, kvkm",344.20
00 Riket,"411 Industrienhet, tomtmark",fysisk person,2025,Taxeringsenheter,4502
00 Riket,"411 Industrienhet, tomtmark",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",1455
00 Riket,"411 Industrienhet, tomtmark",fysisk person,2025,"Areal, kvkm",16.72
00 Riket,"411 Industrienhet, tomtmark",stat,2025,Taxeringsenheter,37
00 Riket,"411 Industrienhet, tomtmark",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",79
00 Riket,"411 Industrienhet, tomtmark",stat,2025,"Areal, kvkm",0.34
00 Riket,"411 Industrienhet, tomtmark","kommun, region",2025,Taxeringsenheter,3410
00 Riket,"411 Industrienhet, tomtmark","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",11625
00 Riket,"411 Industrienhet, tomtmark","kommun, region",2025,"Areal, kvkm",54.82
00 Riket,"411 Industrienhet, tomtmark",Svenska kyrkan,2025,Taxeringsenheter,11
00 Riket,"411 Industrienhet, tomtmark",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"411 Industrienhet, tomtmark",Svenska kyrkan,2025,"Areal, kvkm",0.04
00 Riket,"411 Industrienhet, tomtmark",allmännyttigt bostadsföretag,2025,Taxeringsenheter,91
00 Riket,"411 Industrienhet, tomtmark",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",108
00 Riket,"411 Industrienhet, tomtmark",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.73
00 Riket,"411 Industrienhet, tomtmark",bostadsrättsförening,2025,Taxeringsenheter,22
00 Riket,"411 Industrienhet, tomtmark",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",36
00 Riket,"411 Industrienhet, tomtmark",bostadsrättsförening,2025,"Areal, kvkm",0.12
00 Riket,"411 Industrienhet, tomtmark",ekonomisk förening utom BRF,2025,Taxeringsenheter,107
00 Riket,"411 Industrienhet, tomtmark",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",133
00 Riket,"411 Industrienhet, tomtmark",ekonomisk förening utom BRF,2025,"Areal, kvkm",1.00
00 Riket,"411 Industrienhet, tomtmark",bank och försäkringsbolag,2025,Taxeringsenheter,3
00 Riket,"411 Industrienhet, tomtmark",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"411 Industrienhet, tomtmark",bank och försäkringsbolag,2025,"Areal, kvkm",0.01
00 Riket,"411 Industrienhet, tomtmark",övrigt svenskt AB,2025,Taxeringsenheter,6519
00 Riket,"411 Industrienhet, tomtmark",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",18364
00 Riket,"411 Industrienhet, tomtmark",övrigt svenskt AB,2025,"Areal, kvkm",86.50
00 Riket,"411 Industrienhet, tomtmark",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,20
00 Riket,"411 Industrienhet, tomtmark",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",20
00 Riket,"411 Industrienhet, tomtmark",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.14
00 Riket,"411 Industrienhet, tomtmark",dödsbo,2025,Taxeringsenheter,132
00 Riket,"411 Industrienhet, tomtmark",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",58
00 Riket,"411 Industrienhet, tomtmark",dödsbo,2025,"Areal, kvkm",0.63
00 Riket,"411 Industrienhet, tomtmark",övriga,2025,Taxeringsenheter,476
00 Riket,"411 Industrienhet, tomtmark",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1335
00 Riket,"411 Industrienhet, tomtmark",övriga,2025,"Areal, kvkm",3.10
00 Riket,"412 Industrienhet, med saneringsbyggnad",fysisk person,2025,Taxeringsenheter,122
00 Riket,"412 Industrienhet, med saneringsbyggnad",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",38
00 Riket,"412 Industrienhet, med saneringsbyggnad",fysisk person,2025,"Areal, kvkm",0.59
00 Riket,"412 Industrienhet, med saneringsbyggnad",stat,2025,Taxeringsenheter,..
00 Riket,"412 Industrienhet, med saneringsbyggnad",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",stat,2025,"Areal, kvkm",..
00 Riket,"412 Industrienhet, med saneringsbyggnad","kommun, region",2025,Taxeringsenheter,26
00 Riket,"412 Industrienhet, med saneringsbyggnad","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",168
00 Riket,"412 Industrienhet, med saneringsbyggnad","kommun, region",2025,"Areal, kvkm",0.33
00 Riket,"412 Industrienhet, med saneringsbyggnad",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"412 Industrienhet, med saneringsbyggnad",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"412 Industrienhet, med saneringsbyggnad",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"412 Industrienhet, med saneringsbyggnad",allmännyttigt bostadsföretag,2025,Taxeringsenheter,3
00 Riket,"412 Industrienhet, med saneringsbyggnad",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",4
00 Riket,"412 Industrienhet, med saneringsbyggnad",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.00
00 Riket,"412 Industrienhet, med saneringsbyggnad",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"412 Industrienhet, med saneringsbyggnad",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",ekonomisk förening utom BRF,2025,Taxeringsenheter,1
00 Riket,"412 Industrienhet, med saneringsbyggnad",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"412 Industrienhet, med saneringsbyggnad",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.02
00 Riket,"412 Industrienhet, med saneringsbyggnad",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"412 Industrienhet, med saneringsbyggnad",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",övrigt svenskt AB,2025,Taxeringsenheter,112
00 Riket,"412 Industrienhet, med saneringsbyggnad",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",644
00 Riket,"412 Industrienhet, med saneringsbyggnad",övrigt svenskt AB,2025,"Areal, kvkm",2.34
00 Riket,"412 Industrienhet, med saneringsbyggnad",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"412 Industrienhet, med saneringsbyggnad",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"412 Industrienhet, med saneringsbyggnad",dödsbo,2025,Taxeringsenheter,5
00 Riket,"412 Industrienhet, med saneringsbyggnad",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"412 Industrienhet, med saneringsbyggnad",dödsbo,2025,"Areal, kvkm",0.02
00 Riket,"412 Industrienhet, med saneringsbyggnad",övriga,2025,Taxeringsenheter,15
00 Riket,"412 Industrienhet, med saneringsbyggnad",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",205
00 Riket,"412 Industrienhet, med saneringsbyggnad",övriga,2025,"Areal, kvkm",0.42
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",fysisk person,2025,Taxeringsenheter,303
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",125
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",fysisk person,2025,"Areal, kvkm",1.75
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stat,2025,Taxeringsenheter,1
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stat,2025,"Areal, kvkm",0.01
00 Riket,"413 Industrienhet, upplag eller uppställningsplats","kommun, region",2025,Taxeringsenheter,111
00 Riket,"413 Industrienhet, upplag eller uppställningsplats","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",449
00 Riket,"413 Industrienhet, upplag eller uppställningsplats","kommun, region",2025,"Areal, kvkm",1.70
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",Svenska kyrkan,2025,Taxeringsenheter,3
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",Svenska kyrkan,2025,"Areal, kvkm",0.01
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",allmännyttigt bostadsföretag,2025,Taxeringsenheter,8
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",6
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.05
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bostadsrättsförening,2025,Taxeringsenheter,1
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bostadsrättsförening,2025,"Areal, kvkm",0.00
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",ekonomisk förening utom BRF,2025,Taxeringsenheter,2
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.02
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övrigt svenskt AB,2025,Taxeringsenheter,431
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",873
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övrigt svenskt AB,2025,"Areal, kvkm",6.01
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",dödsbo,2025,Taxeringsenheter,14
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",8
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",dödsbo,2025,"Areal, kvkm",0.09
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övriga,2025,Taxeringsenheter,39
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",52
00 Riket,"413 Industrienhet, upplag eller uppställningsplats",övriga,2025,"Areal, kvkm",0.20
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",fysisk person,2025,Taxeringsenheter,1883
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",409
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",fysisk person,2025,"Areal, kvkm",7.03
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stat,2025,Taxeringsenheter,4
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",4
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stat,2025,"Areal, kvkm",0.02
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr","kommun, region",2025,Taxeringsenheter,60
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",42
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr","kommun, region",2025,"Areal, kvkm",0.57
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,Taxeringsenheter,8
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.02
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,Taxeringsenheter,2
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bostadsrättsförening,2025,"Areal, kvkm",0.00
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,Taxeringsenheter,24
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",14
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.25
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,Taxeringsenheter,742
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",631
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övrigt svenskt AB,2025,"Areal, kvkm",6.50
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,2
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.00
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",dödsbo,2025,Taxeringsenheter,34
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",7
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",dödsbo,2025,"Areal, kvkm",0.16
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övriga,2025,Taxeringsenheter,118
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",35
00 Riket,"414 Industrienhet, byggnadsvärde under 50 000 kr",övriga,2025,"Areal, kvkm",0.54
00 Riket,"415 Industrienhet, fiskefastighet",fysisk person,2025,Taxeringsenheter,66
00 Riket,"415 Industrienhet, fiskefastighet",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"415 Industrienhet, fiskefastighet",fysisk person,2025,"Areal, kvkm",0.02
00 Riket,"415 Industrienhet, fiskefastighet",stat,2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",stat,2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet","kommun, region",2025,Taxeringsenheter,3
00 Riket,"415 Industrienhet, fiskefastighet","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"415 Industrienhet, fiskefastighet","kommun, region",2025,"Areal, kvkm",0.06
00 Riket,"415 Industrienhet, fiskefastighet",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"415 Industrienhet, fiskefastighet",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"415 Industrienhet, fiskefastighet",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"415 Industrienhet, fiskefastighet",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet",ekonomisk förening utom BRF,2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",ekonomisk förening utom BRF,2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet",övrigt svenskt AB,2025,Taxeringsenheter,6
00 Riket,"415 Industrienhet, fiskefastighet",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",5
00 Riket,"415 Industrienhet, fiskefastighet",övrigt svenskt AB,2025,"Areal, kvkm",0.06
00 Riket,"415 Industrienhet, fiskefastighet",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"415 Industrienhet, fiskefastighet",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"415 Industrienhet, fiskefastighet",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"415 Industrienhet, fiskefastighet",dödsbo,2025,Taxeringsenheter,16
00 Riket,"415 Industrienhet, fiskefastighet",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"415 Industrienhet, fiskefastighet",dödsbo,2025,"Areal, kvkm",0.00
00 Riket,"415 Industrienhet, fiskefastighet",övriga,2025,Taxeringsenheter,25
00 Riket,"415 Industrienhet, fiskefastighet",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",2
00 Riket,"415 Industrienhet, fiskefastighet",övriga,2025,"Areal, kvkm",0.03
00 Riket,"420 Industrienhet, industrihotell",fysisk person,2025,Taxeringsenheter,65
00 Riket,"420 Industrienhet, industrihotell",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",326
00 Riket,"420 Industrienhet, industrihotell",fysisk person,2025,"Areal, kvkm",0.52
00 Riket,"420 Industrienhet, industrihotell",stat,2025,Taxeringsenheter,7
