region,typ av fastighet,ägarkategori,"år, oregelb",tabellinnehåll,"Allmän och förenklad fastighetstaxering. Taxeringsenheter, totalt taxerings-/basvärde och areal"
00 Riket,"613, 620 Bebyggd täktenhet",fysisk person,2025,Taxeringsenheter,11
00 Riket,"613, 620 Bebyggd täktenhet",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",25
00 Riket,"613, 620 Bebyggd täktenhet",fysisk person,2025,"Areal, kvkm",0.62
00 Riket,"613, 620 Bebyggd täktenhet",stat,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",stat,2025,"Areal, kvkm",..
00 Riket,"613, 620 Bebyggd täktenhet","kommun, region",2025,Taxeringsenheter,1
00 Riket,"613, 620 Bebyggd täktenhet","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"613, 620 Bebyggd täktenhet","kommun, region",2025,"Areal, kvkm",0.28
00 Riket,"613, 620 Bebyggd täktenhet",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"613, 620 Bebyggd täktenhet",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"613, 620 Bebyggd täktenhet",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"613, 620 Bebyggd täktenhet",ekonomisk förening utom BRF,2025,Taxeringsenheter,1
00 Riket,"613, 620 Bebyggd täktenhet",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",66
00 Riket,"613, 620 Bebyggd täktenhet",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.23
00 Riket,"613, 620 Bebyggd täktenhet",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"613, 620 Bebyggd täktenhet",övrigt svenskt AB,2025,Taxeringsenheter,44
00 Riket,"613, 620 Bebyggd täktenhet",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",307
00 Riket,"613, 620 Bebyggd täktenhet",övrigt svenskt AB,2025,"Areal, kvkm",18.13
00 Riket,"613, 620 Bebyggd täktenhet",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,1
00 Riket,"613, 620 Bebyggd täktenhet",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",24
00 Riket,"613, 620 Bebyggd täktenhet",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.00
00 Riket,"613, 620 Bebyggd täktenhet",dödsbo,2025,Taxeringsenheter,1
00 Riket,"613, 620 Bebyggd täktenhet",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",7
00 Riket,"613, 620 Bebyggd täktenhet",dödsbo,2025,"Areal, kvkm",0.14
00 Riket,"613, 620 Bebyggd täktenhet",övriga,2025,Taxeringsenheter,..
00 Riket,"613, 620 Bebyggd täktenhet",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"613, 620 Bebyggd täktenhet",övriga,2025,"Areal, kvkm",..
00 Riket,700 Övrig elproduktionsenhet,fysisk person,2025,Taxeringsenheter,2131
00 Riket,700 Övrig elproduktionsenhet,fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",3003
00 Riket,700 Övrig elproduktionsenhet,fysisk person,2025,"Areal, kvkm",4.47
00 Riket,700 Övrig elproduktionsenhet,stat,2025,Taxeringsenheter,14
00 Riket,700 Övrig elproduktionsenhet,stat,2025,"Totalt taxerings-/basvärde, miljoner kr",45
00 Riket,700 Övrig elproduktionsenhet,stat,2025,"Areal, kvkm",0.08
00 Riket,700 Övrig elproduktionsenhet,"kommun, region",2025,Taxeringsenheter,101
00 Riket,700 Övrig elproduktionsenhet,"kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",9253
00 Riket,700 Övrig elproduktionsenhet,"kommun, region",2025,"Areal, kvkm",3.31
00 Riket,700 Övrig elproduktionsenhet,Svenska kyrkan,2025,Taxeringsenheter,33
00 Riket,700 Övrig elproduktionsenhet,Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",63
00 Riket,700 Övrig elproduktionsenhet,Svenska kyrkan,2025,"Areal, kvkm",0.02
00 Riket,700 Övrig elproduktionsenhet,allmännyttigt bostadsföretag,2025,Taxeringsenheter,20
00 Riket,700 Övrig elproduktionsenhet,allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",162
00 Riket,700 Övrig elproduktionsenhet,allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.12
00 Riket,700 Övrig elproduktionsenhet,bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,700 Övrig elproduktionsenhet,bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,700 Övrig elproduktionsenhet,bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,700 Övrig elproduktionsenhet,ekonomisk förening utom BRF,2025,Taxeringsenheter,86
00 Riket,700 Övrig elproduktionsenhet,ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",633
00 Riket,700 Övrig elproduktionsenhet,ekonomisk förening utom BRF,2025,"Areal, kvkm",0.27
00 Riket,700 Övrig elproduktionsenhet,bank och försäkringsbolag,2025,Taxeringsenheter,9
00 Riket,700 Övrig elproduktionsenhet,bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",266
00 Riket,700 Övrig elproduktionsenhet,bank och försäkringsbolag,2025,"Areal, kvkm",0.00
00 Riket,700 Övrig elproduktionsenhet,övrigt svenskt AB,2025,Taxeringsenheter,3588
00 Riket,700 Övrig elproduktionsenhet,övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",539527
00 Riket,700 Övrig elproduktionsenhet,övrigt svenskt AB,2025,"Areal, kvkm",224.38
00 Riket,700 Övrig elproduktionsenhet,stiftelser (ej familjestiftelser),2025,Taxeringsenheter,8
00 Riket,700 Övrig elproduktionsenhet,stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",19
00 Riket,700 Övrig elproduktionsenhet,stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,700 Övrig elproduktionsenhet,dödsbo,2025,Taxeringsenheter,21
00 Riket,700 Övrig elproduktionsenhet,dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",64
00 Riket,700 Övrig elproduktionsenhet,dödsbo,2025,"Areal, kvkm",0.30
00 Riket,700 Övrig elproduktionsenhet,övriga,2025,Taxeringsenheter,89
00 Riket,700 Övrig elproduktionsenhet,övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",1510
00 Riket,700 Övrig elproduktionsenhet,övriga,2025,"Areal, kvkm",1.60
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",fysisk person,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",fysisk person,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stat,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stat,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet","kommun, region",2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet","kommun, region",2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",ekonomisk förening utom BRF,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",ekonomisk förening utom BRF,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övrigt svenskt AB,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övrigt svenskt AB,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",dödsbo,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",dödsbo,2025,"Areal, kvkm",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övriga,2025,Taxeringsenheter,..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"713,714,719-740,790 Bebyggd elproduktionsenhet",övriga,2025,"Areal, kvkm",..
